program,mode,approx_type,N,dist,K,seed,tempo,cycles,instructions,cache_references,cache_misses,checksum,error_abs_mean,error_rel_mean,rmse,error_max
conv_malloc_approx,approx,skip_kernel,512,1,3,12347,0.002406,58916797,108714014,494233,108516,-517.045571,0.255397748616,8.617134615908,0.321029200400,1.472998865090
conv_linear,exact,none,512,1,3,12348,0.003371,62451658,124023514,364181,110836,496.702569,0,0,0,0
conv_malloc,exact,none,512,1,3,12348,0.002703,58634965,111779147,456123,110835,496.702569,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12348,0.004381,66576647,135954192,415761,132704,496.702566,0.000000018972,0.000000322593,0.000000026023,0.000000235014
conv_linear_approx,approx,skip_kernel,512,1,3,12348,0.002466,60658642,116107377,365407,125157,507.704239,0.254196357752,6.293610697285,0.319860095765,1.556090894689
conv_malloc_approx,approx,float,512,1,3,12348,0.003640,64891413,125658110,603228,139336,496.702566,0.000000018972,0.000000322593,0.000000026023,0.000000235014
conv_malloc_approx,approx,skip_kernel,512,1,3,12348,0.002188,58828358,108743896,494230,109215,507.704239,0.254196357752,6.293610697285,0.319860095765,1.556090894689
conv_linear,exact,none,512,1,3,12349,0.003083,62483648,123923345,372442,110520,-582.515549,0,0,0,0
conv_malloc,exact,none,512,1,3,12349,0.002505,58901116,111843958,469638,111835,-582.515549,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12349,0.004058,67788212,136082102,427286,143194,-582.515548,0.000000019355,0.000000369369,0.000000026175,0.000000223209
conv_linear_approx,approx,skip_kernel,512,1,3,12349,0.002397,60172932,115943901,347141,109826,-590.581267,0.247319526876,5.392913142842,0.311278827420,1.453727236892
conv_malloc_approx,approx,float,512,1,3,12349,0.003678,64933368,125604661,579857,144200,-582.515548,0.000000019355,0.000000369369,0.000000026175,0.000000223209
conv_malloc_approx,approx,skip_kernel,512,1,3,12349,0.002189,58715931,108715785,478981,108249,-590.581267,0.247319526876,5.392913142842,0.311278827420,1.453727236892
conv_linear,exact,none,512,1,3,12350,0.003130,62569718,124012437,366911,122744,-656.058617,0,0,0,0
conv_malloc,exact,none,512,1,3,12350,0.002503,58788727,111790781,461252,112480,-656.058617,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12350,0.004063,66947822,135918835,410547,131463,-656.058616,0.000000017939,0.000000707978,0.000000024260,0.000000207388
conv_linear_approx,approx,skip_kernel,512,1,3,12350,0.002408,60414618,115957298,349596,110245,-639.902945,0.372396778579,12.935189885847,0.468966474318,2.111701569957
conv_malloc_approx,approx,float,512,1,3,12350,0.003613,64665606,125573089,580306,140893,-656.058616,0.000000017939,0.000000707978,0.000000024260,0.000000207388
conv_malloc_approx,approx,skip_kernel,512,1,3,12350,0.002223,58743944,108671176,477760,108552,-639.902945,0.372396778579,12.935189885847,0.468966474318,2.111701569957
conv_linear,exact,none,512,1,3,12351,0.003112,62681137,124149224,374715,118873,966.346350,0,0,0,0
conv_malloc,exact,none,512,1,3,12351,0.002502,58769699,111770953,471808,112753,966.346350,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12351,0.004065,66591069,135857418,419903,132490,966.346390,0.000000018614,0.000000466297,0.000000026133,0.000000264973
conv_linear_approx,approx,skip_kernel,512,1,3,12351,0.002417,60176325,115919779,352888,110428,996.241614,0.515565568875,47.664002019911,0.648960071936,3.176910244042
conv_malloc_approx,approx,float,512,1,3,12351,0.003658,65251206,125790416,607978,172041,966.346390,0.000000018614,0.000000466297,0.000000026133,0.000000264973
conv_malloc_approx,approx,skip_kernel,512,1,3,12351,0.002207,59410354,108720062,497188,109216,996.241614,0.515565568875,47.664002019911,0.648960071936,3.176910244042
conv_linear,exact,none,512,1,3,12352,0.003091,62304960,123947338,361076,111653,-92.402560,0,0,0,0
conv_malloc,exact,none,512,1,3,12352,0.002710,58730571,111768525,471936,110964,-92.402560,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12352,0.004367,66528969,135844676,407602,131370,-92.402589,0.000000018651,0.000000354298,0.000000025170,0.000000233022
conv_linear_approx,approx,skip_kernel,512,1,3,12352,0.002590,60057887,115862569,342650,111785,-90.510791,0.291815292438,7.783452973307,0.367296125310,1.731461747097
conv_malloc_approx,approx,float,512,1,3,12352,0.003905,64600423,125571580,583590,136160,-92.402589,0.000000018651,0.000000354298,0.000000025170,0.000000233022
conv_malloc_approx,approx,skip_kernel,512,1,3,12352,0.002390,59005128,108766114,493812,109934,-90.510791,0.291815292438,7.783452973307,0.367296125310,1.731461747097
conv_linear,exact,none,512,1,3,12353,0.003373,62410319,123985099,369703,109451,260.590577,0,0,0,0
conv_malloc,exact,none,512,1,3,12353,0.002702,58776831,111804110,466520,111985,260.590577,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12353,0.004392,66825313,136051860,432941,143192,260.590577,0.000000017619,0.000000397173,0.000000024313,0.000000222126
conv_linear_approx,approx,skip_kernel,512,1,3,12353,0.002611,60283243,115939082,360039,113133,258.372598,0.258630472322,7.641456781255,0.325468247441,1.429394299420
conv_malloc_approx,approx,float,512,1,3,12353,0.003957,64871513,125742679,591666,139076,260.590577,0.000000017619,0.000000397173,0.000000024313,0.000000222126
conv_malloc_approx,approx,skip_kernel,512,1,3,12353,0.002404,58795276,108708092,480047,107893,258.372598,0.258630472322,7.641456781255,0.325468247441,1.429394299420
conv_linear,exact,none,512,1,3,12354,0.003384,62543010,124082982,366903,111846,-638.981075,0,0,0,0
conv_malloc,exact,none,512,1,3,12354,0.002717,58646533,111764879,455309,112607,-638.981075,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12354,0.004391,66533571,135854328,402922,132178,-638.981052,0.000000021079,0.000000335789,0.000000028994,0.000000292550
conv_linear_approx,approx,skip_kernel,512,1,3,12354,0.002599,60166535,115920378,354888,110875,-654.745388,0.345567255239,8.098848504342,0.434685716344,2.169661605472
conv_malloc_approx,approx,float,512,1,3,12354,0.003960,64752572,125566898,579024,139777,-638.981052,0.000000021079,0.000000335789,0.000000028994,0.000000292550
conv_malloc_approx,approx,skip_kernel,512,1,3,12354,0.002596,58782501,108788638,483827,104752,-654.745388,0.345567255239,8.098848504342,0.434685716344,2.169661605472
conv_linear,exact,none,512,1,3,12355,0.003712,63054048,124013917,371348,109958,187.836851,0,0,0,0
conv_malloc,exact,none,512,1,3,12355,0.002935,58684742,111787890,457580,110909,187.836851,0,0,0,0
conv_linear_approx,approx,float,512,1,3,12355,0.004815,66750725,135989738,414156,133108,187.836869,0.000000018429,0.000000465574,0.000000025196,0.000000248585
conv_linear_approx,approx,skip_kernel,512,1,3,12355,0.002824,60385505,115982830,360623,109970,184.334126,0.184631243809,6.731225432879,0.232189397230,1.111779857761
conv_malloc_approx,approx,float,512,1,3,12355,0.004285,64743883,125687572,588692,136917,187.836869,0.000000018429,0.000000465574,0.000000025196,0.000000248585
conv_malloc_approx,approx,skip_kernel,512,1,3,12355,0.002606,58935477,108837332,495516,140938,184.334126,0.184631243809,6.731225432879,0.232189397230,1.111779857761
conv_linear,exact,none,512,1,5,12346,0.005564,72041257,150598683,395817,115116,-637.134578,0,0,0,0
conv_malloc,exact,none,512,1,5,12346,0.005405,70108791,134864285,473685,114065,-637.134578,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12346,0.006159,74966774,158567985,415130,133766,-637.134582,0.000000016231,0.000000758601,0.000000022328,0.000000211880
conv_linear_approx,approx,skip_kernel,512,1,5,12346,0.003460,64809067,132037798,357839,113489,-628.973871,0.211128033838,14.425940259137,0.266593493114,1.210287384481
conv_malloc_approx,approx,float,512,1,5,12346,0.005957,73928260,147835758,598252,138980,-637.134582,0.000000016231,0.000000758601,0.000000022328,0.000000211880
conv_malloc_approx,approx,skip_kernel,512,1,5,12346,0.003202,62706001,123795606,493743,105579,-628.973871,0.211128033838,14.425940259137,0.266593493114,1.210287384481
conv_linear,exact,none,512,1,5,12347,0.005576,72024179,150591035,392614,113985,-521.937116,0,0,0,0
conv_malloc,exact,none,512,1,5,12347,0.005397,71014534,134867072,471304,113123,-521.937116,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12347,0.007286,75508517,158627872,430884,145515,-521.937132,0.000000018011,0.000000588959,0.000000024817,0.000000223466
conv_linear_approx,approx,skip_kernel,512,1,5,12347,0.003485,64389606,132024788,354091,112906,-490.070797,0.298605574078,11.962975242620,0.377456079391,1.659530609901
conv_malloc_approx,approx,float,512,1,5,12347,0.005937,73759112,147844104,586171,137029,-521.937132,0.000000018011,0.000000588959,0.000000024817,0.000000223466
conv_malloc_approx,approx,skip_kernel,512,1,5,12347,0.003212,62737976,123807092,490364,109663,-490.070797,0.298605574078,11.962975242620,0.377456079391,1.659530609901
conv_linear,exact,none,512,1,5,12348,0.005581,72180536,150599817,408223,114028,485.546505,0,0,0,0
conv_malloc,exact,none,512,1,5,12348,0.005415,70321561,134771729,456207,114600,485.546505,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12348,0.006150,74909370,158590701,427686,132781,485.546507,0.000000016509,0.000000707045,0.000000022701,0.000000209150
conv_linear_approx,approx,skip_kernel,512,1,5,12348,0.003498,64683199,132036000,363154,113214,497.964021,0.254263512006,16.350279048484,0.321237999340,1.580578954009
conv_malloc_approx,approx,float,512,1,5,12348,0.005949,73904863,147876528,591678,142062,485.546507,0.000000016509,0.000000707045,0.000000022701,0.000000209150
conv_malloc_approx,approx,skip_kernel,512,1,5,12348,0.003464,62660800,123802534,483747,108986,497.964021,0.254263512006,16.350279048484,0.321237999340,1.580578954009
conv_linear,exact,none,512,1,5,12349,0.006075,72205680,150637208,416804,116616,-592.780577,0,0,0,0
conv_malloc,exact,none,512,1,5,12349,0.005862,69996587,134798674,468672,112035,-592.780577,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12349,0.006668,74983330,158541419,431882,135310,-592.780569,0.000000016434,0.000000496151,0.000000022494,0.000000190201
conv_linear_approx,approx,skip_kernel,512,1,5,12349,0.003734,64300905,132021782,360888,112690,-587.410913,0.248860112376,9.394868255457,0.314254802440,1.552781856463
conv_malloc_approx,approx,float,512,1,5,12349,0.006433,73861940,147906167,590805,137575,-592.780569,0.000000016434,0.000000496151,0.000000022494,0.000000190201
conv_malloc_approx,approx,skip_kernel,512,1,5,12349,0.003811,62834738,123849276,489182,105791,-587.410913,0.248860112376,9.394868255457,0.314254802440,1.552781856463
conv_linear,exact,none,512,1,5,12350,0.006605,72079611,150565702,390899,138723,-671.946723,0,0,0,0
conv_malloc,exact,none,512,1,5,12350,0.006388,70108450,134810051,464939,110554,-671.946723,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12350,0.007257,74704476,158594975,424100,132592,-671.946724,0.000000015688,0.000000488489,0.000000021671,0.000000242625
conv_linear_approx,approx,skip_kernel,512,1,5,12350,0.004059,64180626,131981261,355310,109387,-668.065300,0.241044633329,11.142644394046,0.304730266058,1.421209220558
conv_malloc_approx,approx,float,512,1,5,12350,0.006948,74270690,147886284,587278,135262,-671.946724,0.000000015688,0.000000488489,0.000000021671,0.000000242625
conv_malloc_approx,approx,skip_kernel,512,1,5,12350,0.003373,62732591,123904927,491317,109775,-668.065300,0.241044633329,11.142644394046,0.304730266058,1.421209220558
conv_linear,exact,none,512,1,5,12351,0.005578,72058929,150576211,392461,112135,937.045773,0,0,0,0
conv_malloc,exact,none,512,1,5,12351,0.005403,70036028,134784709,461864,111348,937.045773,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12351,0.006151,74758195,158447905,418689,131584,937.045792,0.000000018013,0.000000795870,0.000000024771,0.000000249124
conv_linear_approx,approx,skip_kernel,512,1,5,12351,0.003467,64335323,131981505,358537,111386,937.187497,0.264112429739,13.583122355009,0.333801946929,1.622450666156
conv_malloc_approx,approx,float,512,1,5,12351,0.005947,73987496,147874338,605135,143518,937.045792,0.000000018013,0.000000795870,0.000000024771,0.000000249124
conv_malloc_approx,approx,skip_kernel,512,1,5,12351,0.003202,62735422,123847094,490433,108423,937.187497,0.264112429739,13.583122355009,0.333801946929,1.622450666156
conv_linear,exact,none,512,1,5,12352,0.005582,72174325,150613595,399711,113273,-111.127575,0,0,0,0
conv_malloc,exact,none,512,1,5,12352,0.005418,70074600,134810223,469041,112933,-111.127575,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12352,0.006150,74942782,158488074,409119,131992,-111.127613,0.000000017314,0.000000500385,0.000000023975,0.000000218650
conv_linear_approx,approx,skip_kernel,512,1,5,12352,0.003461,64320269,131983667,363362,112831,-100.622686,0.200838746285,11.215513710517,0.253459557534,1.181520308615
conv_malloc_approx,approx,float,512,1,5,12352,0.006144,75245708,147836823,599787,141673,-111.127613,0.000000017314,0.000000500385,0.000000023975,0.000000218650
conv_malloc_approx,approx,skip_kernel,512,1,5,12352,0.003219,62834963,123864934,492883,141784,-100.622686,0.200838746285,11.215513710517,0.253459557534,1.181520308615
conv_linear,exact,none,512,1,5,12353,0.005604,72150005,150551338,401179,112144,244.866544,0,0,0,0
conv_malloc,exact,none,512,1,5,12353,0.005423,70242611,134790711,470860,113201,244.866544,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12353,0.006160,74966265,158567978,424058,134296,244.866536,0.000000015890,0.000000628636,0.000000021856,0.000000238377
conv_linear_approx,approx,skip_kernel,512,1,5,12353,0.003477,64818504,132170224,381899,121032,243.927457,0.219188842982,15.959319122129,0.277015858387,1.274479019378
conv_malloc_approx,approx,float,512,1,5,12353,0.005942,73817329,147776644,601744,144739,244.866536,0.000000015890,0.000000628636,0.000000021856,0.000000238377
conv_malloc_approx,approx,skip_kernel,512,1,5,12353,0.003202,62706645,123820219,494496,109831,243.927457,0.219188842982,15.959319122129,0.277015858387,1.274479019378
conv_linear,exact,none,512,1,5,12354,0.005613,72136202,150538281,398239,113695,-611.512270,0,0,0,0
conv_malloc,exact,none,512,1,5,12354,0.005406,70127665,134819598,472697,111506,-611.512270,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12354,0.006144,74887293,158592152,428955,134824,-611.512248,0.000000017345,0.000000546841,0.000000023801,0.000000215680
conv_linear_approx,approx,skip_kernel,512,1,5,12354,0.003467,64418027,131969313,356404,109494,-610.642739,0.231970804095,10.989703484615,0.293247969928,1.528615823614
conv_malloc_approx,approx,float,512,1,5,12354,0.005944,73680638,147764021,585309,138280,-611.512248,0.000000017345,0.000000546841,0.000000023801,0.000000215680
conv_malloc_approx,approx,skip_kernel,512,1,5,12354,0.003206,62633880,123776407,481261,104170,-610.642739,0.231970804095,10.989703484615,0.293247969928,1.528615823614
conv_linear,exact,none,512,1,5,12355,0.005584,72183246,150568657,403516,113858,187.080733,0,0,0,0
conv_malloc,exact,none,512,1,5,12355,0.005414,70154769,134871427,479546,113528,187.080733,0,0,0,0
conv_linear_approx,approx,float,512,1,5,12355,0.006147,75740225,158528907,421625,131729,187.080756,0.000000017909,0.000000502802,0.000000024855,0.000000231546
conv_linear_approx,approx,skip_kernel,512,1,5,12355,0.003461,64662938,131982961,363855,112458,178.833642,0.227606913160,8.568850389480,0.287445918486,1.309349811539
conv_malloc_approx,approx,float,512,1,5,12355,0.005954,73927536,147916792,592326,154726,187.080756,0.000000017909,0.000000502802,0.000000024855,0.000000231546
conv_malloc_approx,approx,skip_kernel,512,1,5,12355,0.003196,63428949,123843372,490398,106634,178.833642,0.227606913160,8.568850389480,0.287445918486,1.309349811539
conv_linear,exact,none,512,1,7,12346,0.010101,89814630,191891170,443885,114957,-662.759646,0,0,0,0
conv_malloc,exact,none,512,1,7,12346,0.009381,86369374,170785835,467270,111028,-662.759646,0,0,0,0
conv_linear_approx,approx,float,512,1,7,12346,0.011177,94313280,212105409,423466,133703,-662.759636,0.000000015379,0.000000601341,0.000000021505,0.000000230972
conv_linear_approx,approx,skip_kernel,512,1,7,12346,0.004899,70341330,151875210,375643,112800,-664.067855,0.199279031458,11.282587580833,0.252666049607,1.286001285948
conv_malloc_approx,approx,float,512,1,7,12346,0.010532,91674931,187187577,601841,147430,-662.759636,0.000000015379,0.000000601341,0.000000021505,0.000000230972
conv_malloc_approx,approx,skip_kernel,512,1,7,12346,0.004377,67701209,138672247,487427,108576,-664.067855,0.199279031458,11.282587580833,0.252666049607,1.286001285948
conv_linear,exact,none,512,1,7,12347,0.010127,89975976,191911170,453410,119256,-514.156641,0,0,0,0
conv_malloc,exact,none,512,1,7,12347,0.009390,85722037,170889430,482393,114869,-514.156641,0,0,0,0
conv_linear_approx,approx,float,512,1,7,12347,0.011154,94356239,212162814,430072,132392,-514.156636,0.000000016279,0.000000650204,0.000000022691,0.000000238659
conv_linear_approx,approx,skip_kernel,512,1,7,12347,0.004909,70027119,151897744,374591,112458,-497.744064,0.174414086143,11.120566997136,0.221179236709,0.978011826133
conv_malloc_approx,approx,float,512,1,7,12347,0.010482,91517209,187079206,610164,144646,-514.156636,0.000000016279,0.000000650204,0.000000022691,0.000000238659
conv_malloc_approx,approx,skip_kernel,512,1,7,12347,0.004388,67312143,138602746,495947,112535,-497.744064,0.174414086143,11.120566997136,0.221179236709,0.978011826133
conv_linear,exact,none,512,1,7,12348,0.010135,89842531,191866891,434811,113773,462.816173,0,0,0,0
conv_malloc,exact,none,512,1,7,12348,0.009386,85737190,170874069,481617,113334,462.816173,0,0,0,0
conv_linear_approx,approx,float,512,1,7,12348,0.011172,94501829,212100482,434395,140033,462.816158,0.000000015962,0.000000620877,0.000000022423,0.000000219322
conv_linear_approx,approx,skip_kernel,512,1,7,12348,0.004906,70170477,151889579,374414,111852,459.205166,0.169765925528,10.683461195819,0.215487858890,1.005534561891
